,country,year,sex,age,suicides_no,population
6697,Cuba,1997,male,15-24 years,111,842786
6698,Cuba,1997,female,25-34 years,107,1109991
6699,Cuba,1997,female,15-24 years,72,814728
6700,Cuba,1997,female,5-14 years,6,829500
6701,Cuba,1997,male,5-14 years,5,868234
6702,Cuba,1998,male,75+ years,253,204881
6703,Cuba,1998,male,55-74 years,395,735235
6704,Cuba,1998,male,35-54 years,413,1427872
6705,Cuba,1998,female,75+ years,72,256481
6706,Cuba,1998,female,55-74 years,172,769230
6707,Cuba,1998,male,25-34 years,232,1130866
6708,Cuba,1998,female,35-54 years,215,1403788
6709,Cuba,1998,male,15-24 years,104,800764
6710,Cuba,1998,female,15-24 years,86,776306
6711,Cuba,1998,female,25-34 years,108,1101108
6712,Cuba,1998,male,5-14 years,4,870438
6713,Cuba,1998,female,5-14 years,2,831009
6714,Cuba,1999,male,75+ years,226,206274
6715,Cuba,1999,male,55-74 years,365,751707
6716,Cuba,1999,male,35-54 years,495,1481391
6717,Cuba,1999,male,25-34 years,267,1112441
6718,Cuba,1999,female,55-74 years,182,784857
6719,Cuba,1999,female,75+ years,59,260459
6720,Cuba,1999,male,15-24 years,109,769092
6721,Cuba,1999,female,35-54 years,182,1459750
6722,Cuba,1999,female,15-24 years,64,747370
6723,Cuba,1999,female,25-34 years,92,1083689
6724,Cuba,1999,female,5-14 years,5,826609
6725,Cuba,1999,male,5-14 years,4,866400
6726,Cuba,2000,male,75+ years,204,207568
6727,Cuba,2000,male,55-74 years,318,769143
6728,Cuba,2000,male,35-54 years,432,1534285
6729,Cuba,2000,male,25-34 years,248,1087049
6730,Cuba,2000,female,75+ years,55,264516
6731,Cuba,2000,female,55-74 years,147,801109
6732,Cuba,2000,male,15-24 years,104,751198
6733,Cuba,2000,female,35-54 years,175,1514492
6734,Cuba,2000,female,25-34 years,104,1059128
6735,Cuba,2000,female,15-24 years,51,730939
6736,Cuba,2000,male,5-14 years,4,859008
6737,Cuba,2000,female,5-14 years,3,818774
6738,Cuba,2001,male,75+ years,192,211923
6739,Cuba,2001,male,55-74 years,333,783077
6740,Cuba,2001,male,35-54 years,385,1583873
6741,Cuba,2001,male,25-34 years,212,1054015
6742,Cuba,2001,female,55-74 years,133,814327
6743,Cuba,2001,female,75+ years,44,270115
6744,Cuba,2001,male,15-24 years,76,746107
6745,Cuba,2001,female,35-54 years,147,1566463
6746,Cuba,2001,female,25-34 years,74,1027578
6747,Cuba,2001,female,15-24 years,48,725348
6748,Cuba,2001,male,5-14 years,5,846361
6749,Cuba,2001,female,5-14 years,3,804241
6750,Cuba,2002,male,75+ years,198,216029
6751,Cuba,2002,male,55-74 years,291,798053
6752,Cuba,2002,male,35-54 years,400,1633177
6753,Cuba,2002,female,75+ years,63,275561
6754,Cuba,2002,male,25-34 years,189,1015237
6755,Cuba,2002,female,55-74 years,120,828394
6756,Cuba,2002,female,35-54 years,160,1617731
6757,Cuba,2002,male,15-24 years,68,754841
6758,Cuba,2002,female,25-34 years,84,989884
6759,Cuba,2002,female,15-24 years,29,732476
6760,Cuba,2002,female,5-14 years,3,787170
6761,Cuba,2002,male,5-14 years,1,830862
6762,Cuba,2003,male,75+ years,194,219899
6763,Cuba,2003,male,55-74 years,289,814547
6764,Cuba,2003,male,35-54 years,404,1681089
6765,Cuba,2003,male,25-34 years,174,972263
6766,Cuba,2003,female,75+ years,45,280928
6767,Cuba,2003,female,55-74 years,121,843896
6768,Cuba,2003,female,35-54 years,132,1667152
6769,Cuba,2003,male,15-24 years,61,772368
6770,Cuba,2003,female,25-34 years,43,947698
6771,Cuba,2003,female,15-24 years,31,747567
6772,Cuba,2003,male,5-14 years,4,814251
6773,Cuba,2003,female,5-14 years,1,769416
6774,Cuba,2004,male,75+ years,187,223380
6775,Cuba,2004,male,55-74 years,326,833139
6776,Cuba,2004,male,35-54 years,416,1726038
6777,Cuba,2004,male,25-34 years,149,927154
6778,Cuba,2004,female,55-74 years,127,861682
6779,Cuba,2004,female,75+ years,40,286074
6780,Cuba,2004,female,35-54 years,135,1713275
6781,Cuba,2004,male,15-24 years,61,790502
6782,Cuba,2004,female,25-34 years,44,903292
6783,Cuba,2004,female,15-24 years,23,762761
6784,Cuba,2004,male,5-14 years,5,798394
6785,Cuba,2004,female,5-14 years,2,753010
6786,Cuba,2005,male,75+ years,191,226455
6787,Cuba,2005,male,55-74 years,269,854212
6788,Cuba,2005,male,35-54 years,387,1767040
6789,Cuba,2005,female,75+ years,47,291039
6790,Cuba,2005,male,25-34 years,136,882091
6791,Cuba,2005,female,55-74 years,117,882355
6792,Cuba,2005,male,15-24 years,56,803964
6793,Cuba,2005,female,35-54 years,114,1755272
6794,Cuba,2005,female,15-24 years,36,772943
6795,Cuba,2005,female,25-34 years,34,858988
6796,Cuba,2005,male,5-14 years,7,783620
6797,Cuba,2005,female,5-14 years,3,738427
6798,Cuba,2006,male,75+ years,205,234264
6799,Cuba,2006,male,55-74 years,318,875342
6800,Cuba,2006,male,35-54 years,388,1804028
6801,Cuba,2006,male,25-34 years,138,838869
6802,Cuba,2006,female,75+ years,39,301101
6803,Cuba,2006,female,55-74 years,91,903899
6804,Cuba,2006,male,15-24 years,52,815065
6805,Cuba,2006,female,35-54 years,98,1794025
6806,Cuba,2006,female,25-34 years,27,816467
6807,Cuba,2006,female,15-24 years,17,781124
6808,Cuba,2006,male,5-14 years,2,767105
6809,Cuba,2006,female,5-14 years,1,722349
6810,Cuba,2007,male,75+ years,186,241393
6811,Cuba,2007,male,55-74 years,329,899694
6812,Cuba,2007,male,35-54 years,370,1836069
6813,Cuba,2007,female,75+ years,49,310509
6814,Cuba,2007,male,25-34 years,105,795644
6815,Cuba,2007,female,55-74 years,87,929079
6816,Cuba,2007,male,15-24 years,49,821914
6817,Cuba,2007,female,35-54 years,93,1827402
6818,Cuba,2007,female,25-34 years,22,774006
6819,Cuba,2007,female,15-24 years,15,784753
6820,Cuba,2007,male,5-14 years,2,750899
6821,Cuba,2007,female,5-14 years,0,706661
6822,Cuba,2008,male,75+ years,199,248256
6823,Cuba,2008,male,55-74 years,320,925603
6824,Cuba,2008,male,35-54 years,407,1862869
6825,Cuba,2008,female,55-74 years,130,956092
6826,Cuba,2008,male,25-34 years,89,756363
6827,Cuba,2008,female,75+ years,37,319741
6828,Cuba,2008,male,15-24 years,51,824271
6829,Cuba,2008,female,35-54 years,99,1855207
6830,Cuba,2008,female,15-24 years,24,783884
6831,Cuba,2008,female,25-34 years,18,735356
6832,Cuba,2008,female,5-14 years,2,691240
6833,Cuba,2008,male,5-14 years,1,734932
6834,Cuba,2009,male,75+ years,210,255440
6835,Cuba,2009,male,55-74 years,318,950445
6836,Cuba,2009,male,35-54 years,428,1884290
6837,Cuba,2009,male,25-34 years,122,726718
6838,Cuba,2009,female,75+ years,44,329543
6839,Cuba,2009,female,55-74 years,131,982121
6840,Cuba,2009,male,15-24 years,62,822661
6841,Cuba,2009,female,35-54 years,123,1877452
6842,Cuba,2009,female,25-34 years,23,705886
6843,Cuba,2009,female,15-24 years,12,779355
6844,Cuba,2009,female,5-14 years,3,675592
6845,Cuba,2009,male,5-14 years,1,718727
6846,Cuba,2010,male,75+ years,206,263320
6847,Cuba,2010,male,55-74 years,374,972763
6848,Cuba,2010,male,35-54 years,476,1899890
6849,Cuba,2010,male,25-34 years,102,710089
6850,Cuba,2010,female,55-74 years,142,1005594
6851,Cuba,2010,female,75+ years,40,340480
6852,Cuba,2010,male,15-24 years,67,817305
6853,Cuba,2010,female,35-54 years,105,1893737
6854,Cuba,2010,female,25-34 years,17,688810
6855,Cuba,2010,female,15-24 years,18,771457
6856,Cuba,2010,female,5-14 years,7,660046
6857,Cuba,2010,male,5-14 years,4,702357
6858,Cuba,2011,male,75+ years,236,273331
6859,Cuba,2011,male,55-74 years,345,987980
6860,Cuba,2011,male,35-54 years,441,1909690
6861,Cuba,2011,male,25-34 years,113,707701
6862,Cuba,2011,female,75+ years,50,352169
6863,Cuba,2011,female,55-74 years,123,1022839
6864,Cuba,2011,male,15-24 years,75,808772
6865,Cuba,2011,female,35-54 years,106,1903248
6866,Cuba,2011,female,25-34 years,20,686162
6867,Cuba,2011,female,15-24 years,13,761258
6868,Cuba,2011,male,5-14 years,4,687609
6869,Cuba,2011,female,5-14 years,3,647275
6870,Cuba,2012,male,75+ years,245,283396
6871,Cuba,2012,male,55-74 years,357,1000596
6872,Cuba,2012,male,35-54 years,412,1913864
6873,Cuba,2012,male,25-34 years,108,718645
6874,Cuba,2012,female,75+ years,52,364108
6875,Cuba,2012,female,55-74 years,107,1037368
6876,Cuba,2012,male,15-24 years,71,795384
6877,Cuba,2012,female,35-54 years,94,1906959
6878,Cuba,2012,female,15-24 years,25,746677
6879,Cuba,2012,female,25-34 years,16,696377
6880,Cuba,2012,male,5-14 years,6,672968
6881,Cuba,2012,female,5-14 years,2,634193
6882,Cuba,2013,male,75+ years,216,293384
6883,Cuba,2013,male,55-74 years,401,1014211
6884,Cuba,2013,male,35-54 years,436,1911139
6885,Cuba,2013,female,75+ years,49,376280
6886,Cuba,2013,male,25-34 years,96,738010
6887,Cuba,2013,female,55-74 years,111,1052791
6888,Cuba,2013,male,15-24 years,47,778739
6889,Cuba,2013,female,35-54 years,94,1903641
6890,Cuba,2013,female,25-34 years,20,714544
6891,Cuba,2013,female,15-24 years,20,729372
6892,Cuba,2013,male,5-14 years,5,659106
6893,Cuba,2013,female,5-14 years,4,621473
6894,Cuba,2014,male,75+ years,221,303110
6895,Cuba,2014,male,55-74 years,348,1034381
6896,Cuba,2014,male,35-54 years,409,1899900
6897,Cuba,2014,female,75+ years,51,388520
6898,Cuba,2014,male,25-34 years,97,758006
6899,Cuba,2014,female,55-74 years,116,1074729
6900,Cuba,2014,male,15-24 years,62,761440
6901,Cuba,2014,female,35-54 years,107,1891607
6902,Cuba,2014,female,15-24 years,19,711945
6903,Cuba,2014,female,25-34 years,12,732841
6904,Cuba,2014,male,5-14 years,9,646878
6905,Cuba,2014,female,5-14 years,2,610054
6906,Cuba,2015,male,75+ years,257,312547
6907,Cuba,2015,male,55-74 years,394,1064263
6908,Cuba,2015,male,35-54 years,418,1879569
6909,Cuba,2015,female,75+ years,56,400826
6910,Cuba,2015,male,25-34 years,82,773518
6911,Cuba,2015,female,55-74 years,104,1106391
6912,Cuba,2015,male,15-24 years,56,745157
6913,Cuba,2015,female,35-54 years,102,1870168
6914,Cuba,2015,female,25-34 years,21,746139
6915,Cuba,2015,female,15-24 years,17,696005
6916,Cuba,2015,male,5-14 years,4,636828
6917,Cuba,2015,female,5-14 years,0,600657
6918,Cyprus,1999,male,55-74 years,1,63504
6919,Cyprus,1999,female,15-24 years,0,73855
6920,Cyprus,1999,female,25-34 years,0,70201
6921,Cyprus,1999,female,35-54 years,0,119889
6922,Cyprus,1999,female,5-14 years,0,69281
6923,Cyprus,1999,female,55-74 years,0,69881
6924,Cyprus,1999,female,75+ years,0,22730
6925,Cyprus,1999,male,15-24 years,0,81348
6926,Cyprus,1999,male,25-34 years,0,72963
6927,Cyprus,1999,male,35-54 years,0,122486
6928,Cyprus,1999,male,5-14 years,0,73496
6929,Cyprus,1999,male,75+ years,0,17099
6930,Cyprus,2000,male,25-34 years,5,73992
6931,Cyprus,2000,male,35-54 years,2,125288
6932,Cyprus,2000,female,15-24 years,0,75880
6933,Cyprus,2000,female,25-34 years,0,71455
6934,Cyprus,2000,female,35-54 years,0,122632
6935,Cyprus,2000,female,5-14 years,0,69500
6936,Cyprus,2000,female,55-74 years,0,72098
6937,Cyprus,2000,female,75+ years,0,23228
6938,Cyprus,2000,male,15-24 years,0,84119
6939,Cyprus,2000,male,5-14 years,0,73737
6940,Cyprus,2000,male,55-74 years,0,66009
6941,Cyprus,2000,male,75+ years,0,17291
6942,Cyprus,2004,male,55-74 years,2,60428
6943,Cyprus,2004,male,35-54 years,3,98485
6944,Cyprus,2004,female,25-34 years,1,54147
6945,Cyprus,2004,female,35-54 years,1,104038
6946,Cyprus,2004,female,15-24 years,0,56410
6947,Cyprus,2004,female,5-14 years,0,50624
6948,Cyprus,2004,female,55-74 years,0,65412
6949,Cyprus,2004,female,75+ years,0,22299
6950,Cyprus,2004,male,15-24 years,0,59250
6951,Cyprus,2004,male,25-34 years,0,49934
6952,Cyprus,2004,male,5-14 years,0,53202
6953,Cyprus,2004,male,75+ years,0,16387
6954,Cyprus,2005,male,55-74 years,4,62661
6955,Cyprus,2005,female,55-74 years,3,67452
6956,Cyprus,2005,male,35-54 years,4,99191
6957,Cyprus,2005,male,25-34 years,2,51837
6958,Cyprus,2005,male,15-24 years,2,60126
6959,Cyprus,2005,female,15-24 years,1,57341
6960,Cyprus,2005,female,35-54 years,1,105435
6961,Cyprus,2005,female,25-34 years,0,55734
6962,Cyprus,2005,female,5-14 years,0,49682
6963,Cyprus,2005,female,75+ years,0,22842
6964,Cyprus,2005,male,5-14 years,0,52329
6965,Cyprus,2005,male,75+ years,0,16633
6966,Cyprus,2006,male,55-74 years,5,64866
6967,Cyprus,2006,male,25-34 years,4,53856
6968,Cyprus,2006,female,55-74 years,3,69357
6969,Cyprus,2006,female,35-54 years,3,107098
6970,Cyprus,2006,male,35-54 years,2,100123
6971,Cyprus,2006,female,25-34 years,1,57514
6972,Cyprus,2006,male,15-24 years,1,61353
6973,Cyprus,2006,female,15-24 years,0,58243
6974,Cyprus,2006,female,5-14 years,0,48947
6975,Cyprus,2006,female,75+ years,0,23595
6976,Cyprus,2006,male,5-14 years,0,51269
6977,Cyprus,2006,male,75+ years,0,17205
6978,Cyprus,2007,male,75+ years,2,17897
6979,Cyprus,2007,male,25-34 years,4,55768
6980,Cyprus,2007,male,15-24 years,3,63227
6981,Cyprus,2007,male,55-74 years,3,67267
6982,Cyprus,2007,female,25-34 years,2,59428
6983,Cyprus,2007,male,35-54 years,3,101951
6984,Cyprus,2007,female,55-74 years,1,71415
6985,Cyprus,2007,female,35-54 years,1,109618
6986,Cyprus,2007,female,15-24 years,0,60276
6987,Cyprus,2007,female,5-14 years,0,47379
6988,Cyprus,2007,female,75+ years,0,24362
6989,Cyprus,2007,male,5-14 years,0,49978
6990,Cyprus,2008,male,35-54 years,16,104052
6991,Cyprus,2008,male,25-34 years,7,58499
6992,Cyprus,2008,male,75+ years,2,18436
6993,Cyprus,2008,female,25-34 years,3,62348
6994,Cyprus,2008,male,15-24 years,3,64765
6995,Cyprus,2008,female,35-54 years,5,112837
6996,Cyprus,2008,male,55-74 years,3,69949
6997,Cyprus,2008,female,55-74 years,2,73788
6998,Cyprus,2008,female,15-24 years,0,61894
6999,Cyprus,2008,female,5-14 years,0,46407
7000,Cyprus,2008,female,75+ years,0,25015
7001,Cyprus,2008,male,5-14 years,0,49044
7002,Cyprus,2009,male,75+ years,3,19014
7003,Cyprus,2009,male,25-34 years,6,61663
7004,Cyprus,2009,male,15-24 years,5,66107
7005,Cyprus,2009,male,35-54 years,7,105858
7006,Cyprus,2009,male,55-74 years,4,72713
7007,Cyprus,2009,female,75+ years,1,25758
7008,Cyprus,2009,female,35-54 years,4,116224
7009,Cyprus,2009,female,25-34 years,2,66001
7010,Cyprus,2009,female,15-24 years,0,63385
7011,Cyprus,2009,female,5-14 years,0,45750
7012,Cyprus,2009,female,55-74 years,0,76382
7013,Cyprus,2009,male,5-14 years,0,48319
7014,Cyprus,2010,male,75+ years,3,19667
7015,Cyprus,2010,male,25-34 years,7,65092
7016,Cyprus,2010,male,55-74 years,7,75567
7017,Cyprus,2010,male,35-54 years,9,107241
7018,Cyprus,2010,male,15-24 years,4,67097
7019,Cyprus,2010,female,15-24 years,3,64577
7020,Cyprus,2010,female,35-54 years,4,119200
7021,Cyprus,2010,female,55-74 years,1,79168
7022,Cyprus,2010,female,25-34 years,0,69866
7023,Cyprus,2010,female,5-14 years,0,45354
7024,Cyprus,2010,female,75+ years,0,26570
7025,Cyprus,2010,male,5-14 years,0,47682
7026,Cyprus,2011,male,35-54 years,12,108755
7027,Cyprus,2011,male,55-74 years,8,77047
7028,Cyprus,2011,male,75+ years,2,19308
7029,Cyprus,2011,male,15-24 years,3,67311
7030,Cyprus,2011,female,75+ years,1,25937
7031,Cyprus,2011,female,35-54 years,3,122543
7032,Cyprus,2011,female,55-74 years,1,80672
7033,Cyprus,2011,female,15-24 years,0,64690
7034,Cyprus,2011,female,25-34 years,0,73838
7035,Cyprus,2011,female,5-14 years,0,44757
7036,Cyprus,2011,male,25-34 years,0,68773
7037,Cyprus,2011,male,5-14 years,0,47189
7038,Cyprus,2012,male,25-34 years,9,70596
7039,Cyprus,2012,male,35-54 years,14,110616
7040,Cyprus,2012,male,15-24 years,6,66014
7041,Cyprus,2012,male,55-74 years,5,79804
7042,Cyprus,2012,female,25-34 years,1,75365
7043,Cyprus,2012,female,35-54 years,1,125423
7044,Cyprus,2012,female,15-24 years,0,63355
7045,Cyprus,2012,female,5-14 years,0,44613
7046,Cyprus,2012,female,55-74 years,0,83946
7047,Cyprus,2012,female,75+ years,0,27031
7048,Cyprus,2012,male,5-14 years,0,47222
7049,Cyprus,2012,male,75+ years,0,20320
7050,Cyprus,2013,male,75+ years,3,21349
7051,Cyprus,2013,male,15-24 years,8,62893
7052,Cyprus,2013,male,55-74 years,10,81903
7053,Cyprus,2013,male,25-34 years,8,70521
7054,Cyprus,2013,male,35-54 years,11,110593
7055,Cyprus,2013,female,35-54 years,4,125846
7056,Cyprus,2013,female,55-74 years,1,86452
7057,Cyprus,2013,female,15-24 years,0,59969
7058,Cyprus,2013,female,25-34 years,0,73849
7059,Cyprus,2013,female,5-14 years,0,44407
7060,Cyprus,2013,female,75+ years,0,28320
7061,Cyprus,2013,male,5-14 years,0,46914
7062,Cyprus,2014,male,35-54 years,13,107823
7063,Cyprus,2014,male,25-34 years,8,68555
7064,Cyprus,2014,male,55-74 years,7,82766
7065,Cyprus,2014,female,55-74 years,5,87152
7066,Cyprus,2014,female,25-34 years,4,72330
7067,Cyprus,2014,female,15-24 years,3,59114
7068,Cyprus,2014,male,75+ years,1,22372
7069,Cyprus,2014,male,15-24 years,2,60975
7070,Cyprus,2014,female,35-54 years,1,122485
7071,Cyprus,2014,female,5-14 years,0,44760
7072,Cyprus,2014,female,75+ years,0,29382
7073,Cyprus,2014,male,5-14 years,0,47104
7074,Cyprus,2015,male,55-74 years,9,83627
7075,Cyprus,2015,male,25-34 years,7,67482
7076,Cyprus,2015,male,35-54 years,10,106371
7077,Cyprus,2015,male,15-24 years,5,58308
7078,Cyprus,2015,female,55-74 years,3,87902
7079,Cyprus,2015,female,25-34 years,2,70765
7080,Cyprus,2015,female,35-54 years,3,118975
7081,Cyprus,2015,female,15-24 years,1,58123
7082,Cyprus,2015,female,5-14 years,0,44693
7083,Cyprus,2015,female,75+ years,0,29924
7084,Cyprus,2015,male,5-14 years,0,46906
7085,Cyprus,2015,male,75+ years,0,22961
7086,Cyprus,2016,male,35-54 years,15,106925
7087,Cyprus,2016,male,15-24 years,5,58051
7088,Cyprus,2016,male,75+ years,2,24004
7089,Cyprus,2016,male,55-74 years,7,85486
7090,Cyprus,2016,male,25-34 years,2,68167
7091,Cyprus,2016,female,35-54 years,3,117819
7092,Cyprus,2016,female,25-34 years,1,71307
7093,Cyprus,2016,female,55-74 years,1,90294
7094,Cyprus,2016,female,15-24 years,0,58057
7095,Cyprus,2016,female,75+ years,0,31234
7096,Czech Republic,1990,male,75+ years,198,179200
7097,Czech Republic,1990,male,55-74 years,385,800800
7098,Czech Republic,1990,male,35-54 years,571,1421800
7099,Czech Republic,1990,female,75+ years,129,364700
7100,Czech Republic,1990,male,25-34 years,176,713900
7101,Czech Republic,1990,female,55-74 years,196,1017200
7102,Czech Republic,1990,male,15-24 years,99,783000
7103,Czech Republic,1990,female,35-54 years,150,1426600
7104,Czech Republic,1990,female,25-34 years,53,684200
7105,Czech Republic,1990,female,15-24 years,34,747900
7106,Czech Republic,1990,male,5-14 years,5,804100
7107,Czech Republic,1990,female,5-14 years,1,767500
7108,Czech Republic,1991,male,75+ years,168,171200
7109,Czech Republic,1991,male,55-74 years,365,805100
7110,Czech Republic,1991,male,35-54 years,554,1432400
7111,Czech Republic,1991,female,75+ years,104,352900
7112,Czech Republic,1991,male,25-34 years,176,693100
7113,Czech Republic,1991,female,55-74 years,171,1024900
7114,Czech Republic,1991,male,15-24 years,116,802000
7115,Czech Republic,1991,female,35-54 years,157,1443700
7116,Czech Republic,1991,female,25-34 years,45,668900
7117,Czech Republic,1991,female,15-24 years,33,766400
7118,Czech Republic,1991,male,5-14 years,14,771400
7119,Czech Republic,1991,female,5-14 years,1,735500
7120,Czech Republic,1992,male,75+ years,165,161400
7121,Czech Republic,1992,male,55-74 years,394,811100
7122,Czech Republic,1992,male,35-54 years,623,1454300
7123,Czech Republic,1992,female,75+ years,104,337800
7124,Czech Republic,1992,male,25-34 years,172,685500
7125,Czech Republic,1992,female,55-74 years,164,1035800
7126,Czech Republic,1992,male,15-24 years,122,825400
7127,Czech Republic,1992,female,35-54 years,164,1465300
7128,Czech Republic,1992,female,25-34 years,52,660200
7129,Czech Republic,1992,female,15-24 years,22,789000
7130,Czech Republic,1992,male,5-14 years,9,745800
7131,Czech Republic,1992,female,5-14 years,0,710300
7132,Czech Republic,1993,male,75+ years,155,152300
7133,Czech Republic,1993,male,55-74 years,355,819300
7134,Czech Republic,1993,male,35-54 years,592,1472000
7135,Czech Republic,1993,female,75+ years,110,322400
7136,Czech Republic,1993,male,25-34 years,159,682100
7137,Czech Republic,1993,male,15-24 years,139,847600
7138,Czech Republic,1993,female,55-74 years,155,1049400
7139,Czech Republic,1993,female,35-54 years,159,1482300
7140,Czech Republic,1993,female,25-34 years,46,655900
7141,Czech Republic,1993,female,15-24 years,35,810500
7142,Czech Republic,1993,male,5-14 years,12,722000
7143,Czech Republic,1993,female,5-14 years,0,687600
7144,Czech Republic,1994,male,75+ years,150,148000
7145,Czech Republic,1994,male,55-74 years,333,825100
7146,Czech Republic,1994,male,35-54 years,522,1482500
7147,Czech Republic,1994,female,75+ years,104,314000
7148,Czech Republic,1994,male,25-34 years,177,686000
7149,Czech Republic,1994,male,15-24 years,148,865700
7150,Czech Republic,1994,female,55-74 years,176,1057000
7151,Czech Republic,1994,female,35-54 years,177,1491800
7152,Czech Republic,1994,female,25-34 years,41,658900
7153,Czech Republic,1994,female,15-24 years,31,828100
7154,Czech Republic,1994,male,5-14 years,11,699800
7155,Czech Republic,1994,female,5-14 years,2,666800
7156,Czech Republic,1995,male,75+ years,132,150800
7157,Czech Republic,1995,male,35-54 years,524,1486300
7158,Czech Republic,1995,male,55-74 years,280,828300
7159,Czech Republic,1995,female,75+ years,97,317400
7160,Czech Republic,1995,male,25-34 years,180,695700
7161,Czech Republic,1995,male,15-24 years,161,874900
7162,Czech Republic,1995,female,55-74 years,150,1056900
7163,Czech Republic,1995,female,35-54 years,138,1494200
7164,Czech Republic,1995,female,15-24 years,35,837000
7165,Czech Republic,1995,female,25-34 years,25,668100
7166,Czech Republic,1995,male,5-14 years,7,683100
7167,Czech Republic,1995,female,5-14 years,4,651600
7168,Czech Republic,1996,male,75+ years,140,157200
7169,Czech Republic,1996,male,35-54 years,488,1487000
7170,Czech Republic,1996,male,55-74 years,266,831800
7171,Czech Republic,1996,female,75+ years,77,327500
7172,Czech Republic,1996,male,25-34 years,162,708200
7173,Czech Republic,1996,male,15-24 years,142,873600
7174,Czech Republic,1996,female,55-74 years,117,1054200
7175,Czech Republic,1996,female,35-54 years,117,1493000
7176,Czech Republic,1996,female,25-34 years,26,679400
7177,Czech Republic,1996,female,15-24 years,24,835700
7178,Czech Republic,1996,male,5-14 years,8,673700
7179,Czech Republic,1996,female,5-14 years,1,642600
7180,Czech Republic,1997,male,75+ years,122,165300
7181,Czech Republic,1997,male,55-74 years,333,836100
7182,Czech Republic,1997,male,35-54 years,550,1487400
7183,Czech Republic,1997,male,25-34 years,165,724200
7184,Czech Republic,1997,female,75+ years,61,340800
7185,Czech Republic,1997,male,15-24 years,136,865600
7186,Czech Republic,1997,female,55-74 years,106,1051400
7187,Czech Republic,1997,female,35-54 years,134,1492200
7188,Czech Republic,1997,female,25-34 years,32,693900
7189,Czech Republic,1997,female,15-24 years,21,828400
7190,Czech Republic,1997,male,5-14 years,5,666600
7191,Czech Republic,1997,female,5-14 years,1,634800
7192,Czech Republic,1998,male,75+ years,127,173500
7193,Czech Republic,1998,male,35-54 years,554,1487500
7194,Czech Republic,1998,male,55-74 years,277,845700
7195,Czech Republic,1998,male,25-34 years,179,742300
7196,Czech Republic,1998,female,75+ years,65,354800
7197,Czech Republic,1998,male,15-24 years,126,849600
7198,Czech Republic,1998,female,55-74 years,116,1053700
7199,Czech Republic,1998,female,35-54 years,110,1490700
7200,Czech Republic,1998,female,15-24 years,31,813700
7201,Czech Republic,1998,female,25-34 years,20,710600
7202,Czech Republic,1998,male,5-14 years,5,659000
7203,Czech Republic,1998,female,5-14 years,3,627200
7204,Czech Republic,1999,male,75+ years,154,181079
7205,Czech Republic,1999,male,55-74 years,302,860656
7206,Czech Republic,1999,male,35-54 years,509,1488504
7207,Czech Republic,1999,male,25-34 years,173,761534
7208,Czech Republic,1999,female,75+ years,68,368195
7209,Czech Republic,1999,male,15-24 years,144,824827
7210,Czech Republic,1999,female,55-74 years,94,1061220
7211,Czech Republic,1999,female,35-54 years,107,1488619
7212,Czech Republic,1999,female,25-34 years,32,728994
7213,Czech Republic,1999,female,15-24 years,24,790478
7214,Czech Republic,1999,male,5-14 years,3,648214
7215,Czech Republic,1999,female,5-14 years,0,616895
7216,Czech Republic,2000,male,75+ years,137,187872
7217,Czech Republic,2000,male,35-54 years,546,1490793
7218,Czech Republic,2000,male,55-74 years,294,875298
7219,Czech Republic,2000,male,25-34 years,174,783436
7220,Czech Republic,2000,male,15-24 years,139,797534
7221,Czech Republic,2000,female,75+ years,63,380114
7222,Czech Republic,2000,female,55-74 years,113,1069748
7223,Czech Republic,2000,female,35-54 years,120,1487345
7224,Czech Republic,2000,female,25-34 years,26,751117
7225,Czech Republic,2000,female,15-24 years,25,763848
7226,Czech Republic,2000,male,5-14 years,8,631794
7227,Czech Republic,2000,female,5-14 years,4,600843
7228,Czech Republic,2001,male,75+ years,142,191730
7229,Czech Republic,2001,male,35-54 years,558,1489505
7230,Czech Republic,2001,male,55-74 years,285,897842
7231,Czech Republic,2001,male,25-34 years,172,809431
7232,Czech Republic,2001,male,15-24 years,133,779015
7233,Czech Republic,2001,female,75+ years,57,387754
7234,Czech Republic,2001,female,35-54 years,129,1476998
7235,Czech Republic,2001,female,55-74 years,92,1084169
7236,Czech Republic,2001,female,25-34 years,30,772655
7237,Czech Republic,2001,female,15-24 years,19,745082
7238,Czech Republic,2001,male,5-14 years,4,617745
7239,Czech Republic,2001,female,5-14 years,2,586157
7240,Czech Republic,2002,male,75+ years,140,196619
7241,Czech Republic,2002,male,35-54 years,518,1458286
7242,Czech Republic,2002,male,55-74 years,282,921139
7243,Czech Republic,2002,male,25-34 years,180,818936
7244,Czech Republic,2002,female,75+ years,67,395065
7245,Czech Republic,2002,male,15-24 years,91,746413
7246,Czech Republic,2002,female,55-74 years,86,1105366
7247,Czech Republic,2002,female,35-54 years,108,1451319
7248,Czech Republic,2002,female,25-34 years,30,788166
7249,Czech Republic,2002,female,15-24 years,26,714488
7250,Czech Republic,2002,male,5-14 years,5,592734
7251,Czech Republic,2002,female,5-14 years,1,563932
7252,Czech Republic,2003,male,75+ years,158,202317
7253,Czech Republic,2003,male,35-54 years,572,1441293
7254,Czech Republic,2003,male,55-74 years,307,949402
7255,Czech Republic,2003,male,25-34 years,206,842279
7256,Czech Republic,2003,female,75+ years,74,403426
7257,Czech Republic,2003,male,15-24 years,116,726604
